silence,x,y,dist,multiplier,stopped,encoded,class,isRunning,id
0,-942,-344,1002,1,False,null,aim,True,1705186960
0,-941,-89,945,1,False,null,aim,True,1705186960
0,-940,-817,1245,1,False,null,aim,True,1705186960
0,-939,-319,991,1,False,null,aim,True,1705186960
0,-938,349,1000,1,False,null,aim,True,1705186960
0,-937,828,1250,1,False,null,aim,True,1705186960
0,-936,-847,1262,1,False,null,aim,True,1705186960
0,-935,-10,935,1,False,null,aim,True,1705186960
0,-934,642,1133,1,False,null,aim,True,1705186960
0,-933,-673,1150,1,False,null,aim,True,1705186960
0,-932,350,995,1,False,null,aim,True,1705186960
0,-931,-806,1231,1,False,null,aim,True,1705186960
0,-930,-908,1299,1,False,null,aim,True,1705186960
0,-929,854,1261,1,False,null,aim,True,1705186960
0,-928,564,1085,1,False,null,aim,True,1705186960
0,-927,-59,928,1,False,null,aim,True,1705186960
0,-926,-495,1050,1,False,null,aim,True,1705186960
0,-925,497,1050,1,False,null,aim,True,1705186960
0,-924,-363,992,1,False,null,aim,True,1705186960
0,-923,805,1224,1,False,null,aim,True,1705186960
0,-922,821,1234,1,False,null,aim,True,1705186960
0,-921,-330,978,1,False,null,aim,True,1705186960
0,-920,-110,926,1,False,null,aim,True,1705186960
0,-919,176,935,1,False,null,aim,True,1705186960
0,-918,708,1159,1,False,null,aim,True,1705186960
0,-917,414,1006,1,False,null,aim,True,1705186960
0,-916,-509,1047,1,False,null,aim,True,1705186960
0,-915,-911,1291,1,False,null,aim,True,1705186960
0,-914,-980,1340,1,False,null,aim,True,1705186960
0,-913,-490,1036,1,False,null,aim,True,1705186960
0,-912,990,1346,1,False,null,aim,True,1705186960
0,-911,887,1271,1,False,null,aim,True,1705186960
0,-910,-227,937,1,False,null,aim,True,1705186960
0,-909,108,915,1,False,null,aim,True,1705186960
0,-908,628,1104,1,False,null,aim,True,1705186960
0,-907,373,980,1,False,null,aim,True,1705186960
0,-906,-397,989,1,False,null,aim,True,1705186960
0,-905,319,959,1,False,null,aim,True,1705186960
0,-904,206,927,1,False,null,aim,True,1705186960
0,-903,-258,939,1,False,null,aim,True,1705186960
0,-902,-48,903,1,False,null,aim,True,1705186960
0,-901,-916,1284,1,False,null,aim,True,1705186960
0,-900,-439,1001,1,False,null,aim,True,1705186960
0,-899,336,959,1,False,null,aim,True,1705186960
0,-898,-148,910,1,False,null,aim,True,1705186960
0,-897,476,1015,1,False,null,aim,True,1705186960
0,-896,-400,981,1,False,null,aim,True,1705186960
0,-895,-94,899,1,False,null,aim,True,1705186960
0,-894,629,1093,1,False,null,aim,True,1705186960
0,-893,16,893,1,False,null,aim,True,1705186960
0,-892,-796,1195,1,False,null,aim,True,1705186960
0,-891,-163,905,1,False,null,aim,True,1705186960
0,-890,719,1144,1,False,null,aim,True,1705186960
0,-889,-65,891,1,False,null,aim,True,1705186960
0,-888,737,1153,1,False,null,aim,True,1705186960
0,-887,32,887,1,False,null,aim,True,1705186960
0,-886,-95,891,1,False,null,aim,True,1705186960
0,-885,647,1096,1,False,null,aim,True,1705186960
0,-884,916,1272,1,False,null,aim,True,1705186960
0,-883,801,1192,1,False,null,aim,True,1705186960
0,-882,-489,1008,1,False,null,aim,True,1705186960
0,-881,-420,975,1,False,null,aim,True,1705186960
0,-880,683,1113,1,False,null,aim,True,1705186960
0,-879,569,1047,1,False,null,aim,True,1705186960
0,-878,960,1300,1,False,null,aim,True,1705186960
0,-877,58,878,1,False,null,aim,True,1705186960
0,-876,160,890,1,False,null,aim,True,1705186960
0,-875,877,1238,1,False,null,aim,True,1705186960
0,-874,709,1125,1,False,null,aim,True,1705186960
0,-873,626,1074,1,False,null,aim,True,1705186960
0,-872,841,1211,1,False,null,aim,True,1705186960
0,-871,135,881,1,False,null,aim,True,1705186960
0,-870,-57,871,1,False,null,aim,True,1705186960
0,-869,-540,1023,1,False,null,aim,True,1705186960
0,-868,-484,993,1,False,null,aim,True,1705186960
0,-867,-123,875,1,False,null,aim,True,1705186960
0,-866,803,1181,1,False,null,aim,True,1705186960
0,-865,671,1094,1,False,null,aim,True,1705186960
0,-864,-719,1124,1,False,null,aim,True,1705186960
0,-863,347,930,1,False,null,aim,True,1705186960
0,-862,274,904,1,False,null,aim,True,1705186960
0,-861,944,1277,1,False,null,aim,True,1705186960
0,-860,862,1217,1,False,null,aim,True,1705186960
0,-859,-703,1109,1,False,null,aim,True,1705186960
0,-858,317,914,1,False,null,aim,True,1705186960
0,-857,880,1228,1,False,null,aim,True,1705186960
0,-856,-558,1021,1,False,null,aim,True,1705186960
0,-855,-670,1086,1,False,null,aim,True,1705186960
0,-854,926,1259,1,False,null,aim,True,1705186960
0,-853,601,1043,1,False,null,aim,True,1705186960
0,-852,-463,969,1,False,null,aim,True,1705186960
0,-851,-8,851,1,False,null,aim,True,1705186960
0,-850,-168,866,1,False,null,aim,True,1705186960
0,-849,577,1026,1,False,null,aim,True,1705186960
0,-848,464,966,1,False,null,aim,True,1705186960
0,-847,-251,883,1,False,null,aim,True,1705186960
0,-846,282,891,1,False,null,aim,True,1705186960
0,-845,872,1214,1,False,null,aim,True,1705186960
0,-844,-380,925,1,False,null,aim,True,1705186960
0,-843,163,858,1,False,null,aim,True,1705186960
0,-842,-742,1122,1,False,null,aim,True,1705186960
0,-841,-422,940,1,False,null,aim,True,1705186960
0,-840,-900,1231,1,False,null,aim,True,1705186960
0,-839,-949,1266,1,False,null,aim,True,1705186960
0,-838,685,1082,1,False,null,aim,True,1705186960
0,-837,940,1258,1,False,null,aim,True,1705186960
0,-836,-139,847,1,False,null,aim,True,1705186960
0,-835,-960,1272,1,False,null,aim,True,1705186960
0,-834,985,1290,1,False,null,aim,True,1705186960
0,-833,828,1174,1,False,null,aim,True,1705186960
0,-832,-258,871,1,False,null,aim,True,1705186960
0,-831,395,920,1,False,null,aim,True,1705186960
0,-830,239,863,1,False,null,aim,True,1705186960
0,-829,-879,1208,1,False,null,aim,True,1705186960
0,-828,643,1048,1,False,null,aim,True,1705186960
0,-827,-805,1154,1,False,null,aim,True,1705186960
0,-826,450,940,1,False,null,aim,True,1705186960
0,-825,-103,831,1,False,null,aim,True,1705186960
0,-824,-752,1115,1,False,null,aim,True,1705186960
0,-823,-503,964,1,False,null,aim,True,1705186960
0,-822,886,1208,1,False,null,aim,True,1705186960
0,-821,885,1207,1,False,null,aim,True,1705186960
0,-820,970,1270,1,False,null,aim,True,1705186960
0,-819,441,930,1,False,null,aim,True,1705186960
0,-818,416,917,1,False,null,aim,True,1705186960
0,-817,552,985,1,False,null,aim,True,1705186960
0,-816,289,865,1,False,null,aim,True,1705186960
0,-815,480,945,1,False,null,aim,True,1705186960
0,-814,-987,1279,1,False,null,aim,True,1705186960
0,-813,-720,1085,1,False,null,aim,True,1705186960
0,-812,53,813,1,False,null,aim,True,1705186960
0,-811,-63,813,1,False,null,aim,True,1705186960
0,-810,-98,815,1,False,null,aim,True,1705186960
0,-809,395,900,1,False,null,aim,True,1705186960
0,-808,358,883,1,False,null,aim,True,1705186960
0,-807,230,839,1,False,null,aim,True,1705186960
0,-806,-333,872,1,False,null,aim,True,1705186960
0,-805,862,1179,1,False,null,aim,True,1705186960
0,-804,651,1034,1,False,null,aim,True,1705186960
0,-803,670,1045,1,False,null,aim,True,1705186960
0,-802,788,1124,1,False,null,aim,True,1705186960
0,-801,-654,1034,1,False,null,aim,True,1705186960
0,-800,397,893,1,False,null,aim,True,1705186960
0,-799,-941,1234,1,False,null,aim,True,1705186960
0,-798,626,1014,1,False,null,aim,True,1705186960
0,-797,785,1118,1,False,null,aim,True,1705186960
0,-796,739,1086,1,False,null,aim,True,1705186960
0,-795,-164,811,1,False,null,aim,True,1705186960
0,-794,-405,891,1,False,null,aim,True,1705186960
0,-793,561,971,1,False,null,aim,True,1705186960
0,-792,-593,989,1,False,null,aim,True,1705186960
0,-791,-941,1229,1,False,null,aim,True,1705186960
0,-790,994,1269,1,False,null,aim,True,1705186960
0,-789,-260,830,1,False,null,aim,True,1705186960
0,-788,-77,791,1,False,null,aim,True,1705186960
0,-787,-779,1107,1,False,null,aim,True,1705186960
0,-786,401,882,1,False,null,aim,True,1705186960
0,-785,105,791,1,False,null,aim,True,1705186960
0,-784,-113,792,1,False,null,aim,True,1705186960
0,-783,-333,850,1,False,null,aim,True,1705186960
0,-782,875,1173,1,False,null,aim,True,1705186960
0,-781,696,1046,1,False,null,aim,True,1705186960
0,-780,65,782,1,False,null,aim,True,1705186960
0,-779,-303,835,1,False,null,aim,True,1705186960
0,-778,-321,841,1,False,null,aim,True,1705186960
0,-777,363,857,1,False,null,aim,True,1705186960
0,-776,-2,776,1,False,null,aim,True,1705186960
0,-775,-797,1111,1,False,null,aim,True,1705186960
0,-774,-311,834,1,False,null,aim,True,1705186960
0,-773,860,1156,1,False,null,aim,True,1705186960
0,-772,239,808,1,False,null,aim,True,1705186960
0,-771,664,1017,1,False,null,aim,True,1705186960
0,-770,943,1217,1,False,null,aim,True,1705186960
0,-769,894,1179,1,False,null,aim,True,1705186960
0,-768,639,999,1,False,null,aim,True,1705186960
0,-767,-788,1099,1,False,null,aim,True,1705186960
0,-766,979,1243,1,False,null,aim,True,1705186960
0,-765,967,1233,1,False,null,aim,True,1705186960
0,-764,245,802,1,False,null,aim,True,1705186960
0,-763,-75,766,1,False,null,aim,True,1705186960
0,-762,251,802,1,False,null,aim,True,1705186960
0,-761,-727,1052,1,False,null,aim,True,1705186960
0,-760,871,1155,1,False,null,aim,True,1705186960
0,-759,601,968,1,False,null,aim,True,1705186960
0,-758,-995,1250,1,False,null,aim,True,1705186960
0,-757,106,764,1,False,null,aim,True,1705186960
0,-756,452,880,1,False,null,aim,True,1705186960
0,-755,-148,769,1,False,null,aim,True,1705186960
0,-754,732,1050,1,False,null,aim,True,1705186960
0,-753,597,960,1,False,null,aim,True,1705186960
0,-752,-970,1227,1,False,null,aim,True,1705186960
0,-751,-950,1210,1,False,null,aim,True,1705186960
0,-750,-643,987,1,False,null,aim,True,1705186960
0,-749,-12,749,1,False,null,aim,True,1705186960
0,-748,-945,1205,1,False,null,aim,True,1705186960
0,-747,268,793,1,False,null,aim,True,1705186960
0,-746,421,856,1,False,null,aim,True,1705186960
0,-745,-255,787,1,False,null,aim,True,1705186960
0,-744,449,868,1,False,null,aim,True,1705186960
0,-743,660,993,1,False,null,aim,True,1705186960
0,-742,-190,765,1,False,null,aim,True,1705186960
0,-741,170,760,1,False,null,aim,True,1705186960
0,-740,917,1178,1,False,null,aim,True,1705186960
0,-739,686,1008,1,False,null,aim,True,1705186960
0,-738,-392,835,1,False,null,aim,True,1705186960
0,-737,-109,745,1,False,null,aim,True,1705186960
0,-736,-345,812,1,False,null,aim,True,1705186960
0,-735,-887,1151,1,False,null,aim,True,1705186960
0,-734,-918,1175,1,False,null,aim,True,1705186960
0,-733,-23,733,1,False,null,aim,True,1705186960
0,-732,708,1018,1,False,null,aim,True,1705186960
0,-731,-293,787,1,False,null,aim,True,1705186960
0,-730,185,753,1,False,null,aim,True,1705186960
0,-729,-952,1199,1,False,null,aim,True,1705186960
0,-728,493,879,1,False,null,aim,True,1705186960
0,-727,55,729,1,False,null,aim,True,1705186960
0,-726,166,744,1,False,null,aim,True,1705186960
0,-725,346,803,1,False,null,aim,True,1705186960
0,-724,-947,1192,1,False,null,aim,True,1705186960
0,-723,-373,813,1,False,null,aim,True,1705186960
0,-722,-74,725,1,False,null,aim,True,1705186960
0,-721,756,1044,1,False,null,aim,True,1705186960
0,-720,486,868,1,False,null,aim,True,1705186960
0,-719,910,1159,1,False,null,aim,True,1705186960
0,-718,409,826,1,False,null,aim,True,1705186960
0,-717,302,778,1,False,null,aim,True,1705186960
0,-716,-954,1192,1,False,null,aim,True,1705186960
0,-715,-775,1054,1,False,null,aim,True,1705186960
0,-714,763,1044,1,False,null,aim,True,1705186960
0,-713,-90,718,1,False,null,aim,True,1705186960
0,-712,-191,737,1,False,null,aim,True,1705186960
0,-711,680,983,1,False,null,aim,True,1705186960
0,-710,98,716,1,False,null,aim,True,1705186960
0,-709,-357,793,1,False,null,aim,True,1705186960
0,-708,-790,1060,1,False,null,aim,True,1705186960
0,-707,583,916,1,False,null,aim,True,1705186960
0,-706,789,1058,1,False,null,aim,True,1705186960
0,-705,83,709,1,False,null,aim,True,1705186960
0,-704,-648,956,1,False,null,aim,True,1705186960
0,-703,-293,761,1,False,null,aim,True,1705186960
0,-702,-88,707,1,False,null,aim,True,1705186960
0,-701,-736,1016,1,False,null,aim,True,1705186960
0,-700,17,700,1,False,null,aim,True,1705186960
0,-699,-716,1000,1,False,null,aim,True,1705186960
0,-698,-326,770,1,False,null,aim,True,1705186960
0,-697,-952,1179,1,False,null,aim,True,1705186960
0,-696,768,1036,1,False,null,aim,True,1705186960
0,-695,-705,989,1,False,null,aim,True,1705186960
0,-694,655,954,1,False,null,aim,True,1705186960
0,-693,-705,988,1,False,null,aim,True,1705186960
0,-692,566,893,1,False,null,aim,True,1705186960
0,-691,-437,817,1,False,null,aim,True,1705186960
0,-690,81,694,1,False,null,aim,True,1705186960
0,-689,-406,799,1,False,null,aim,True,1705186960
0,-688,347,770,1,False,null,aim,True,1705186960
0,-687,-805,1058,1,False,null,aim,True,1705186960
0,-686,-871,1108,1,False,null,aim,True,1705186960
0,-685,149,701,1,False,null,aim,True,1705186960
0,-684,-548,876,1,False,null,aim,True,1705186960
0,-683,-100,690,1,False,null,aim,True,1705186960
0,-682,-877,1110,1,False,null,aim,True,1705186960
0,-681,51,682,1,False,null,aim,True,1705186960
0,-680,-164,699,1,False,null,aim,True,1705186960
0,-679,-604,908,1,False,null,aim,True,1705186960
0,-678,-308,744,1,False,null,aim,True,1705186960
0,-677,86,682,1,False,null,aim,True,1705186960
0,-676,73,679,1,False,null,aim,True,1705186960
0,-675,-712,981,1,False,null,aim,True,1705186960
0,-674,868,1098,1,False,null,aim,True,1705186960
0,-673,-80,677,1,False,null,aim,True,1705186960
0,-672,-694,966,1,False,null,aim,True,1705186960
0,-671,29,671,1,False,null,aim,True,1705186960
0,-670,371,765,1,False,null,aim,True,1705186960
0,-669,503,837,1,False,null,aim,True,1705186960
0,-668,-116,677,1,False,null,aim,True,1705186960
0,-667,520,845,1,False,null,aim,True,1705186960
0,-666,-841,1072,1,False,null,aim,True,1705186960
0,-665,-190,691,1,False,null,aim,True,1705186960
0,-664,509,836,1,False,null,aim,True,1705186960
0,-663,-2,663,1,False,null,aim,True,1705186960
0,-662,956,1162,1,False,null,aim,True,1705186960
0,-661,709,969,1,False,null,aim,True,1705186960
0,-660,465,807,1,False,null,aim,True,1705186960
0,-659,115,668,1,False,null,aim,True,1705186960
0,-658,-354,747,1,False,null,aim,True,1705186960
0,-657,710,967,1,False,null,aim,True,1705186960
0,-656,43,657,1,False,null,aim,True,1705186960
0,-655,-32,655,1,False,null,aim,True,1705186960
0,-654,-421,777,1,False,null,aim,True,1705186960
0,-653,435,784,1,False,null,aim,True,1705186960
0,-652,890,1103,1,False,null,aim,True,1705186960
0,-651,576,869,1,False,null,aim,True,1705186960
0,-650,431,779,1,False,null,aim,True,1705186960
0,-649,677,937,1,False,null,aim,True,1705186960
0,-648,-894,1104,1,False,null,aim,True,1705186960
0,-647,199,676,1,False,null,aim,True,1705186960
0,-646,957,1154,1,False,null,aim,True,1705186960
0,-645,-631,902,1,False,null,aim,True,1705186960
0,-644,208,676,1,False,null,aim,True,1705186960
0,-643,-306,712,1,False,null,aim,True,1705186960
0,-642,-927,1127,1,False,null,aim,True,1705186960
0,-641,37,642,1,False,null,aim,True,1705186960
0,-640,-294,704,1,False,null,aim,True,1705186960
0,-639,-593,871,1,False,null,aim,True,1705186960
0,-638,-935,1131,1,False,null,aim,True,1705186960
0,-637,781,1007,1,False,null,aim,True,1705186960
0,-636,-944,1138,1,False,null,aim,True,1705186960
0,-635,539,832,1,False,null,aim,True,1705186960
0,-634,-981,1168,1,False,null,aim,True,1705186960
0,-633,-8,633,1,False,null,aim,True,1705186960
0,-632,-727,963,1,False,null,aim,True,1705186960
0,-631,-954,1143,1,False,null,aim,True,1705186960
0,-630,-950,1139,1,False,null,aim,True,1705186960
0,-629,399,744,1,False,null,aim,True,1705186960
0,-628,-229,668,1,False,null,aim,True,1705186960
0,-627,107,636,1,False,null,aim,True,1705186960
0,-626,606,871,1,False,null,aim,True,1705186960
0,-625,870,1071,1,False,null,aim,True,1705186960
0,-624,144,640,1,False,null,aim,True,1705186960
0,-623,-590,858,1,False,null,aim,True,1705186960
0,-622,-163,643,1,False,null,aim,True,1705186960
0,-621,300,689,1,False,null,aim,True,1705186960
0,-620,633,886,1,False,null,aim,True,1705186960
0,-619,705,938,1,False,null,aim,True,1705186960
0,-618,-16,618,1,False,null,aim,True,1705186960
0,-617,743,965,1,False,null,aim,True,1705186960
0,-616,673,912,1,False,null,aim,True,1705186960
0,-615,862,1058,1,False,null,aim,True,1705186960
0,-614,412,739,1,False,null,aim,True,1705186960
0,-613,580,843,1,False,null,aim,True,1705186960
0,-612,-375,717,1,False,null,aim,True,1705186960
0,-611,-18,611,1,False,null,aim,True,1705186960
0,-610,-655,895,1,False,null,aim,True,1705186960
0,-609,409,733,1,False,null,aim,True,1705186961
0,-608,813,1015,1,False,null,aim,True,1705186961
0,-607,-427,742,1,False,null,aim,True,1705186961
0,-606,554,821,1,False,null,aim,True,1705186961
0,-605,735,951,1,False,null,aim,True,1705186961
0,-604,930,1108,1,False,null,aim,True,1705186961
0,-603,501,783,1,False,null,aim,True,1705186961
0,-602,604,852,1,False,null,aim,True,1705186961
0,-601,375,708,1,False,null,aim,True,1705186961
0,-600,759,967,1,False,null,aim,True,1705186961
0,-599,-907,1086,1,False,null,aim,True,1705186961
0,-598,540,805,1,False,null,aim,True,1705186961
0,-597,205,631,1,False,null,aim,True,1705186961
0,-596,696,916,1,False,null,aim,True,1705186961
0,-595,605,848,1,False,null,aim,True,1705186961
0,-594,-279,656,1,False,null,aim,True,1705186961
0,-593,-689,909,1,False,null,aim,True,1705186961
0,-592,-984,1148,1,False,null,aim,True,1705186961
0,-591,-263,646,1,False,null,aim,True,1705186961
0,-590,-187,618,1,False,null,aim,True,1705186961
0,-589,-136,604,1,False,null,aim,True,1705186961
0,-588,-704,917,1,False,null,aim,True,1705186961
0,-587,211,623,1,False,null,aim,True,1705186961
0,-586,-964,1128,1,False,null,aim,True,1705186961
0,-585,26,585,1,False,null,aim,True,1705186961
0,-584,-918,1088,1,False,null,aim,True,1705186961
0,-583,-989,1148,1,False,null,aim,True,1705186961
0,-582,-516,777,1,False,null,aim,True,1705186961
0,-581,225,623,1,False,null,aim,True,1705186961
0,-580,713,919,1,False,null,aim,True,1705186961
0,-579,960,1121,1,False,null,aim,True,1705186961
0,-578,797,984,1,False,null,aim,True,1705186961
0,-577,-538,788,1,False,null,aim,True,1705186961
0,-576,-609,838,1,False,null,aim,True,1705186961
0,-575,403,702,1,False,null,aim,True,1705186961
0,-574,-675,886,1,False,null,aim,True,1705186961
0,-573,-526,777,1,False,null,aim,True,1705186961
0,-572,230,616,1,False,null,aim,True,1705186961
0,-571,-464,735,1,False,null,aim,True,1705186961
0,-570,-884,1051,1,False,null,aim,True,1705186961
0,-569,935,1094,1,False,null,aim,True,1705186961
0,-568,-437,716,1,False,null,aim,True,1705186961
0,-567,979,1131,1,False,null,aim,True,1705186961
0,-566,926,1085,1,False,null,aim,True,1705186961
0,-565,-931,1089,1,False,null,aim,True,1705186961
0,-564,989,1138,1,False,null,aim,True,1705186961
0,-563,-647,857,1,False,null,aim,True,1705186961
0,-562,762,946,1,False,null,aim,True,1705186961
0,-561,404,691,1,False,null,aim,True,1705186961
0,-560,135,576,1,False,null,aim,True,1705186961
0,-559,-590,812,1,False,null,aim,True,1705186961
0,-558,-724,914,1,False,null,aim,True,1705186961
0,-557,-320,642,1,False,null,aim,True,1705186961
0,-556,574,799,1,False,null,aim,True,1705186961
0,-555,-183,584,1,False,null,aim,True,1705186961
0,-554,13,554,1,False,null,aim,True,1705186961
0,-553,-596,813,1,False,null,aim,True,1705186961
0,-552,-314,635,1,False,null,aim,True,1705186961
0,-551,-122,564,1,False,null,aim,True,1705186961
0,-550,240,600,1,False,null,aim,True,1705186961
0,-549,738,919,1,False,null,aim,True,1705186961
0,-548,-148,567,1,False,null,aim,True,1705186961
0,-547,-344,646,1,False,null,aim,True,1705186961
0,-546,-652,850,1,False,null,aim,True,1705186961
0,-545,-73,549,1,False,null,aim,True,1705186961
0,-544,-615,821,1,False,null,aim,True,1705186961
0,-543,863,1019,1,False,null,aim,True,1705186961
0,-542,688,875,1,False,null,aim,True,1705186961
0,-541,-983,1122,1,False,null,aim,True,1705186961
0,-540,129,555,1,False,null,aim,True,1705186961
0,-539,464,711,1,False,null,aim,True,1705186961
0,-538,-262,598,1,False,null,aim,True,1705186961
0,-537,-297,613,1,False,null,aim,True,1705186961
0,-536,467,710,1,False,null,aim,True,1705186961
0,-535,513,741,1,False,null,aim,True,1705186961
0,-534,442,693,1,False,null,aim,True,1705186961
0,-533,303,613,1,False,null,aim,True,1705186961
0,-532,-425,680,1,False,null,aim,True,1705186961
0,-531,732,904,1,False,null,aim,True,1705186961
0,-530,-461,702,1,False,null,aim,True,1705186961
0,-529,-749,916,1,False,null,aim,True,1705186961
0,-528,327,621,1,False,null,aim,True,1705186961
0,-527,-52,529,1,False,null,aim,True,1705186961
0,-526,596,794,1,False,null,aim,True,1705186961
0,-525,-559,766,1,False,null,aim,True,1705186961
0,-524,115,536,1,False,null,aim,True,1705186961
0,-523,-715,885,1,False,null,aim,True,1705186961
0,-522,774,933,1,False,null,aim,True,1705186961
0,-521,195,556,1,False,null,aim,True,1705186961
0,-520,789,944,1,False,null,aim,True,1705186961
0,-519,-977,1106,1,False,null,aim,True,1705186961
0,-518,854,998,1,False,null,aim,True,1705186961
0,-517,341,619,1,False,null,aim,True,1705186961
0,-516,305,599,1,False,null,aim,True,1705186961
0,-515,36,516,1,False,null,aim,True,1705186961
0,-514,-8,514,1,False,null,aim,True,1705186961
0,-513,187,546,1,False,null,aim,True,1705186961
0,-512,-680,851,1,False,null,aim,True,1705186961
0,-511,-723,885,1,False,null,aim,True,1705186961
0,-510,-185,542,1,False,null,aim,True,1705186961
0,-509,-498,712,1,False,null,aim,True,1705186961
0,-508,-570,763,1,False,null,aim,True,1705186961
0,-507,271,574,1,False,null,aim,True,1705186961
0,-506,609,791,1,False,null,aim,True,1705186961
0,-505,-219,550,1,False,null,aim,True,1705186961
0,-504,-314,593,1,False,null,aim,True,1705186961
0,-503,-578,766,1,False,null,aim,True,1705186961
0,-502,891,1022,1,False,null,aim,True,1705186961
0,-501,-890,1021,1,False,null,aim,True,1705186961
0,-500,86,507,1,False,null,aim,True,1705186961
0,-499,301,582,1,False,null,aim,True,1705186961
0,-498,486,695,1,False,null,aim,True,1705186961
0,-497,-100,506,1,False,null,aim,True,1705186961
0,-496,-938,1061,1,False,null,aim,True,1705186961
0,-495,-488,695,1,False,null,aim,True,1705186961
0,-494,-767,912,1,False,null,aim,True,1705186961
0,-493,-714,867,1,False,null,aim,True,1705186961
0,-492,-242,548,1,False,null,aim,True,1705186961
0,-491,-622,792,1,False,null,aim,True,1705186961
0,-490,788,927,1,False,null,aim,True,1705186961
0,-489,135,507,1,False,null,aim,True,1705186961
0,-488,-733,880,1,False,null,aim,True,1705186961
0,-487,-712,862,1,False,null,aim,True,1705186961
0,-486,-115,499,1,False,null,aim,True,1705186961
0,-485,140,504,1,False,null,aim,True,1705186961
0,-484,536,722,1,False,null,aim,True,1705186961
0,-483,531,717,1,False,null,aim,True,1705186961
0,-482,-114,495,1,False,null,aim,True,1705186961
0,-481,903,1023,1,False,null,aim,True,1705186961
0,-480,-842,969,1,False,null,aim,True,1705186961
0,-479,252,541,1,False,null,aim,True,1705186961
0,-478,481,678,1,False,null,aim,True,1705186961
0,-477,168,505,1,False,null,aim,True,1705186961
0,-476,-72,481,1,False,null,aim,True,1705186961
0,-475,537,716,1,False,null,aim,True,1705186961
0,-474,778,911,1,False,null,aim,True,1705186961
0,-473,-378,605,1,False,null,aim,True,1705186961
0,-472,424,634,1,False,null,aim,True,1705186961
0,-471,-171,501,1,False,null,aim,True,1705186961
0,-470,-203,511,1,False,null,aim,True,1705186961
0,-469,911,1024,1,False,null,aim,True,1705186961
0,-468,-269,539,1,False,null,aim,True,1705186961
0,-467,56,470,1,False,null,aim,True,1705186961
0,-466,-638,790,1,False,null,aim,True,1705186961
0,-465,-987,1091,1,False,null,aim,True,1705186961
0,-464,-313,559,1,False,null,aim,True,1705186961
0,-463,184,498,1,False,null,aim,True,1705186961
0,-462,-772,899,1,False,null,aim,True,1705186961
